prname,date,reporting_week,totalcases,ratecases_total,numdeaths,ratedeaths
Nunavut,2021-05-01,17,508,1253.52,4,9.87
Repatriated travellers,2021-05-01,17,13,,0,
Canada,2021-05-01,17,1232066,3164.83,24097,61.9
British Columbia,2021-05-08,18,134937,2536.73,1614,30.34
Alberta,2021-05-08,18,208307,4585.12,2125,46.77
Saskatchewan,2021-05-08,18,42964,3595.91,502,42.02
Manitoba,2021-05-08,18,41422,2939.35,990,70.25
Ontario,2021-05-08,18,494847,3275.09,8634,57.14
Quebec,2021-05-08,18,352563,4054.47,10446,120.13
Newfoundland and Labrador,2021-05-08,18,1133,215.41,6,1.14
New Brunswick,2021-05-08,18,1996,245.79,41,5.05
Nova Scotia,2021-05-08,18,3697,362.55,70,6.86
Prince Edward Island,2021-05-08,18,185,108.38,0,0.0
Yukon,2021-05-08,18,82,187.26,2,4.57
Northwest Territories,2021-05-08,18,90,197.35,0,0.0
Nunavut,2021-05-08,18,564,1391.7,4,9.87
Repatriated travellers,2021-05-08,18,13,,0,
Canada,2021-05-08,18,1282800,3295.15,24434,62.76
British Columbia,2021-05-15,19,138747,2608.36,1634,30.72
Alberta,2021-05-15,19,218647,4812.72,2153,47.39
Saskatchewan,2021-05-15,19,44364,3713.08,516,43.19
Manitoba,2021-05-15,19,44615,3165.93,1006,71.39
Ontario,2021-05-15,19,511382,3384.53,8797,58.22
Quebec,2021-05-15,19,358064,4117.73,10492,120.66
Newfoundland and Labrador,2021-05-15,19,1184,225.11,6,1.14
New Brunswick,2021-05-15,19,2052,252.69,41,5.05
Nova Scotia,2021-05-15,19,4600,451.1,72,7.06
Prince Edward Island,2021-05-15,19,191,111.9,0,0.0
Yukon,2021-05-15,19,84,191.83,2,4.57
Northwest Territories,2021-05-15,19,116,254.36,0,0.0
Nunavut,2021-05-15,19,611,1507.67,4,9.87
Repatriated travellers,2021-05-15,19,13,,0,
Canada,2021-05-15,19,1324670,3402.71,24723,63.51
British Columbia,2021-05-22,20,141729,2664.42,1667,31.34
Alberta,2021-05-22,20,224010,4930.76,2188,48.16
Saskatchewan,2021-05-22,20,45490,3807.32,526,44.02
Manitoba,2021-05-22,20,47977,3404.5,1028,72.95
Ontario,2021-05-22,20,524029,3468.23,8949,59.23
Quebec,2021-05-22,20,362209,4165.4,10543,121.24
Newfoundland and Labrador,2021-05-22,20,1230,233.85,6,1.14
New Brunswick,2021-05-22,20,2115,260.45,43,5.3
Nova Scotia,2021-05-22,20,5190,508.96,77,7.55
Prince Edward Island,2021-05-22,20,197,115.42,0,0.0
Yukon,2021-05-22,20,84,191.83,2,4.57
Northwest Territories,2021-05-22,20,125,274.09,0,0.0
Nunavut,2021-05-22,20,636,1569.36,4,9.87
Repatriated travellers,2021-05-22,20,13,,0,
Canada,2021-05-22,20,1355034,3480.7,25033,64.3
British Columbia,2021-05-29,21,143839,2704.08,1699,31.94
Alberta,2021-05-29,21,227135,4999.55,2223,48.93
Saskatchewan,2021-05-29,21,46464,3888.84,537,44.94
Manitoba,2021-05-29,21,50498,3583.39,1045,74.15
Ontario,2021-05-29,21,531795,3519.63,9085,60.13
Quebec,2021-05-29,21,364997,4197.46,10576,121.62
Newfoundland and Labrador,2021-05-29,21,1302,247.54,6,1.14
New Brunswick,2021-05-29,21,2191,269.81,43,5.3
Nova Scotia,2021-05-29,21,5501,539.46,83,8.14
Prince Edward Island,2021-05-29,21,202,118.34,0,0.0
Yukon,2021-05-29,21,84,191.83,2,4.57
Northwest Territories,2021-05-29,21,128,280.67,0,0.0
Nunavut,2021-05-29,21,645,1591.57,4,9.87
Repatriated travellers,2021-05-29,21,13,,0,
Canada,2021-05-29,21,1374794,3531.46,25303,65.0
British Columbia,2021-06-05,22,145266,2730.91,1719,32.32
Alberta,2021-06-05,22,229116,5043.15,2247,49.46
Saskatchewan,2021-06-05,22,47285,3957.56,546,45.7
Manitoba,2021-06-05,22,52530,3727.59,1072,76.07
Ontario,2021-06-05,22,537007,3554.12,9179,60.75
Quebec,2021-06-05,22,366802,4218.22,10605,121.96
Newfoundland and Labrador,2021-06-05,22,1347,256.1,6,1.14
New Brunswick,2021-06-05,22,2262,278.55,44,5.42
Nova Scotia,2021-06-05,22,5648,553.87,87,8.53
Prince Edward Island,2021-06-05,22,205,120.1,0,0.0
Yukon,2021-06-05,22,85,194.11,2,4.57
Northwest Territories,2021-06-05,22,128,280.67,0,0.0
Nunavut,2021-06-05,22,649,1601.44,4,9.87
Repatriated travellers,2021-06-05,22,13,,0,
Canada,2021-06-05,22,1388343,3566.26,25511,65.53
British Columbia,2021-06-12,23,146272,2749.82,1730,32.52
Alberta,2021-06-12,23,230423,5071.92,2269,49.94
Saskatchewan,2021-06-12,23,47875,4006.94,555,46.45
Manitoba,2021-06-12,23,54163,3843.47,1092,77.49
Ontario,2021-06-12,23,540492,3577.19,9225,61.05
Quebec,2021-06-12,23,368096,4233.1,10624,122.18
Newfoundland and Labrador,2021-06-12,23,1374,261.23,7,1.33
New Brunswick,2021-06-12,23,2291,282.12,45,5.54
Nova Scotia,2021-06-12,23,5729,561.82,89,8.73
Prince Edward Island,2021-06-12,23,206,120.69,0,0.0
Yukon,2021-06-12,23,100,228.37,2,4.57
Northwest Territories,2021-06-12,23,128,280.67,0,0.0
Nunavut,2021-06-12,23,654,1613.78,4,9.87
Repatriated travellers,2021-06-12,23,13,,0,
Canada,2021-06-12,23,1397816,3590.6,25642,65.87
British Columbia,2021-06-19,24,146996,2763.43,1740,32.71
Alberta,2021-06-19,24,231295,5091.11,2290,50.41
Saskatchewan,2021-06-19,24,48381,4049.29,562,47.04
Manitoba,2021-06-19,24,55238,3919.75,1118,79.33
Ontario,2021-06-19,24,542912,3593.2,9265,61.32
Quebec,2021-06-19,24,369074,4244.35,10638,122.34
Newfoundland and Labrador,2021-06-19,24,1383,262.94,7,1.33
New Brunswick,2021-06-19,24,2316,285.2,45,5.54
Nova Scotia,2021-06-19,24,5779,566.72,90,8.83
Prince Edward Island,2021-06-19,24,206,120.69,0,0.0
Yukon,2021-06-19,24,159,363.1,3,6.85
Northwest Territories,2021-06-19,24,128,280.67,0,0.0
Nunavut,2021-06-19,24,657,1621.18,4,9.87
Repatriated travellers,2021-06-19,24,13,,0,
Canada,2021-06-19,24,1404537,3607.86,25762,66.18
British Columbia,2021-06-26,25,147475,2772.44,1749,32.88
Alberta,2021-06-26,25,231810,5102.45,2297,50.56
Saskatchewan,2021-06-26,25,48706,4076.49,566,47.37
Manitoba,2021-06-26,25,55878,3965.16,1138,80.75
Ontario,2021-06-26,25,544796,3605.67,9303,61.57
Quebec,2021-06-26,25,369726,4251.85,10650,122.47
Newfoundland and Labrador,2021-06-26,25,1384,263.13,7,1.33
New Brunswick,2021-06-26,25,2324,286.19,45,5.54
Nova Scotia,2021-06-26,25,5820,570.74,91,8.92
Prince Edward Island,2021-06-26,25,207,121.27,0,0.0
Yukon,2021-06-26,25,264,602.89,4,9.13
Northwest Territories,2021-06-26,25,128,280.67,0,0.0
Nunavut,2021-06-26,25,657,1621.18,4,9.87
Repatriated travellers,2021-06-26,25,13,,0,
Canada,2021-06-26,25,1409188,3619.81,25854,66.41
British Columbia,2021-07-03,26,147735,2777.33,1756,33.01
Alberta,2021-07-03,26,232163,5110.22,2304,50.71
Saskatchewan,2021-07-03,26,48931,4095.32,568,47.54
Manitoba,2021-07-03,26,56353,3998.87,1148,81.46
Ontario,2021-07-03,26,546268,3615.41,9333,61.77
Quebec,2021-07-03,26,370241,4257.77,10661,122.6
Newfoundland and Labrador,2021-07-03,26,1387,263.7,7,1.33
New Brunswick,2021-07-03,26,2335,287.54,45,5.54
Nova Scotia,2021-07-03,26,5847,573.39,92,9.02
Prince Edward Island,2021-07-03,26,208,121.86,0,0.0
Yukon,2021-07-03,26,367,838.11,5,11.42
Northwest Territories,2021-07-03,26,128,280.67,0,0.0
Nunavut,2021-07-03,26,657,1621.18,4,9.87
Repatriated travellers,2021-07-03,26,13,,0,
Canada,2021-07-03,26,1412633,3628.66,25923,66.59
British Columbia,2021-07-10,27,148077,2783.76,1760,33.09
Alberta,2021-07-10,27,232467,5116.91,2306,50.76
Saskatchewan,2021-07-10,27,49240,4121.18,572,47.87
Manitoba,2021-07-10,27,56826,4032.43,1160,82.31
Ontario,2021-07-10,27,547495,3623.54,9372,62.03
Quebec,2021-07-10,27,370743,4263.54,10666,122.66
Newfoundland and Labrador,2021-07-10,27,1402,266.55,7,1.33
New Brunswick,2021-07-10,27,2336,287.66,46,5.66
Nova Scotia,2021-07-10,27,5865,575.16,92,9.02
Prince Edward Island,2021-07-10,27,208,121.86,0,0.0
Yukon,2021-07-10,27,458,1045.92,5,11.42
Northwest Territories,2021-07-10,27,128,280.67,0,0.0
Nunavut,2021-07-10,27,657,1621.18,4,9.87
Repatriated travellers,2021-07-10,27,13,,0,
Canada,2021-07-10,27,1415915,3637.09,25990,66.76
British Columbia,2021-07-17,28,148387,2789.58,1761,33.11
Alberta,2021-07-17,28,232755,5123.25,2315,50.96
Saskatchewan,2021-07-17,28,49397,4134.32,575,48.13
Manitoba,2021-07-17,28,57124,4053.58,1164,82.6
Ontario,2021-07-17,28,548539,3630.44,9401,62.22
Quebec,2021-07-17,28,371280,4269.72,10671,122.72
Newfoundland and Labrador,2021-07-17,28,1433,272.45,7,1.33
New Brunswick,2021-07-17,28,2345,288.77,46,5.66
Nova Scotia,2021-07-17,28,5872,575.84,92,9.02
Prince Edward Island,2021-07-17,28,208,121.86,0,0.0
Yukon,2021-07-17,28,499,1139.56,6,13.7
Northwest Territories,2021-07-17,28,128,280.67,0,0.0
Nunavut,2021-07-17,28,657,1621.18,4,9.87
Repatriated travellers,2021-07-17,28,13,,0,
Canada,2021-07-17,28,1418637,3644.08,26042,66.89
British Columbia,2021-07-24,29,148936,2799.9,1767,33.22
Alberta,2021-07-24,29,233492,5139.47,2320,51.07
Saskatchewan,2021-07-24,29,49656,4156.0,578,48.38
Manitoba,2021-07-24,29,57413,4074.09,1171,83.1
Ontario,2021-07-24,29,549641,3637.74,9416,62.32
Quebec,2021-07-24,29,371979,4277.76,10679,122.81
Newfoundland and Labrador,2021-07-24,29,1437,273.21,7,1.33
New Brunswick,2021-07-24,29,2350,289.39,46,5.66
Nova Scotia,2021-07-24,29,5880,576.63,93,9.12
Prince Edward Island,2021-07-24,29,208,121.86,0,0.0
Yukon,2021-07-24,29,551,1258.31,6,13.7
Northwest Territories,2021-07-24,29,128,280.67,0,0.0
Nunavut,2021-07-24,29,657,1621.18,4,9.87
Repatriated travellers,2021-07-24,29,13,,0,
Canada,2021-07-24,29,1422341,3653.6,26087,67.01
British Columbia,2021-07-31,30,150049,2820.83,1771,33.29
Alberta,2021-07-31,30,234795,5168.15,2324,51.15
Saskatchewan,2021-07-31,30,50024,4186.8,578,48.38
Manitoba,2021-07-31,30,57620,4088.78,1178,83.59
Ontario,2021-07-31,30,550990,3646.67,9431,62.42
Quebec,2021-07-31,30,372897,4288.31,10682,122.84
Newfoundland and Labrador,2021-07-31,30,1437,273.21,7,1.33
New Brunswick,2021-07-31,30,2365,291.23,46,5.66
Nova Scotia,2021-07-31,30,5886,577.21,93,9.12
Prince Edward Island,2021-07-31,30,208,121.86,0,0.0
Yukon,2021-07-31,30,596,1361.07,7,15.99
Northwest Territories,2021-07-31,30,128,280.67,0,0.0
Nunavut,2021-07-31,30,657,1621.18,4,9.87
Repatriated travellers,2021-07-31,30,13,,0,
Canada,2021-07-31,30,1427665,3667.27,26121,67.1
British Columbia,2021-08-07,31,152261,2862.41,1772,33.31
Alberta,2021-08-07,31,236790,5212.07,2329,51.26
Saskatchewan,2021-08-07,31,50477,4224.71,582,48.71
Manitoba,2021-08-07,31,57793,4101.05,1183,83.95
Ontario,2021-08-07,31,552893,3659.26,9443,62.5
Quebec,2021-08-07,31,374509,4306.85,10684,122.87
Newfoundland and Labrador,2021-08-07,31,1443,274.35,7,1.33
New Brunswick,2021-08-07,31,2414,297.27,46,5.66
Nova Scotia,2021-08-07,31,5901,578.69,93,9.12
Prince Edward Island,2021-08-07,31,211,123.62,0,0.0
Yukon,2021-08-07,31,623,1422.73,8,18.27
Northwest Territories,2021-08-07,31,129,282.86,0,0.0
Nunavut,2021-08-07,31,657,1621.18,4,9.87
Repatriated travellers,2021-08-07,31,13,,0,
Canada,2021-08-07,31,1436114,3688.97,26151,67.17
British Columbia,2021-08-14,32,155611,2925.39,1779,33.44
Alberta,2021-08-14,32,239963,5281.91,2332,51.33
Saskatchewan,2021-08-14,32,51162,4282.04,586,49.05
Manitoba,2021-08-14,32,57996,4115.46,1184,84.02
Ontario,2021-08-14,32,556063,3680.24,9454,62.57
Quebec,2021-08-14,32,377018,4335.7,10687,122.9
Newfoundland and Labrador,2021-08-14,32,1447,275.11,7,1.33
New Brunswick,2021-08-14,32,2490,306.63,46,5.66
Nova Scotia,2021-08-14,32,5922,580.74,93,9.12
Prince Edward Island,2021-08-14,32,218,127.72,0,0.0
Yukon,2021-08-14,32,647,1477.54,8,18.27
Northwest Territories,2021-08-14,32,141,309.18,0,0.0
Nunavut,2021-08-14,32,657,1621.18,4,9.87
Repatriated travellers,2021-08-14,32,13,,0,
Canada,2021-08-14,32,1449348,3722.97,26180,67.25
British Columbia,2021-08-21,33,159643,3001.19,1785,33.56
Alberta,2021-08-21,33,244492,5381.6,2346,51.64
Saskatchewan,2021-08-21,33,52252,4373.27,586,49.05
Manitoba,2021-08-21,33,58222,4131.5,1188,84.3
Ontario,2021-08-21,33,560206,3707.66,9465,62.64
Quebec,2021-08-21,33,380187,4372.15,10694,122.98
Newfoundland and Labrador,2021-08-21,33,1458,277.2,7,1.33
New Brunswick,2021-08-21,33,2614,321.9,46,5.66
Nova Scotia,2021-08-21,33,5960,584.47,93,9.12
Prince Edward Island,2021-08-21,33,223,130.65,0,0.0
Yukon,2021-08-21,33,672,1534.63,8,18.27
Northwest Territories,2021-08-21,33,277,607.39,0,0.0
Nunavut,2021-08-21,33,657,1621.18,4,9.87
Repatriated travellers,2021-08-21,33,13,,0,
Canada,2021-08-21,33,1466876,3767.99,26222,67.36
British Columbia,2021-08-28,34,164329,3089.28,1807,33.97
Alberta,2021-08-28,34,251137,5527.86,2372,52.21
Saskatchewan,2021-08-28,34,53617,4487.52,597,49.97
Manitoba,2021-08-28,34,58608,4158.89,1189,84.37
Ontario,2021-08-28,34,564971,3739.2,9482,62.76
Quebec,2021-08-28,34,383765,4413.29,10697,123.02
Newfoundland and Labrador,2021-08-28,34,1469,279.29,7,1.33
New Brunswick,2021-08-28,34,2738,337.17,46,5.66
Nova Scotia,2021-08-28,34,6014,589.77,94,9.22
Prince Edward Island,2021-08-28,34,230,134.75,0,0.0
Yukon,2021-08-28,34,684,1562.04,8,18.27
Northwest Territories,2021-08-28,34,380,833.24,1,2.19
Nunavut,2021-08-28,34,657,1621.18,4,9.87
Repatriated travellers,2021-08-28,34,13,,0,
Canada,2021-08-28,34,1488612,3823.83,26304,67.57
British Columbia,2021-09-04,35,168983,3176.78,1827,34.35
Alberta,2021-09-04,35,259773,5717.95,2414,53.14
Saskatchewan,2021-09-04,35,55750,4666.04,610,51.05
Manitoba,2021-09-04,35,58883,4178.4,1192,84.59
Ontario,2021-09-04,35,570150,3773.47,9512,62.95
Quebec,2021-09-04,35,388215,4464.47,10711,123.18
Newfoundland and Labrador,2021-09-04,35,1491,283.48,7,1.33
New Brunswick,2021-09-04,35,2811,346.16,46,5.66
Nova Scotia,2021-09-04,35,6060,594.28,94,9.22
Prince Edward Island,2021-09-04,35,234,137.09,0,0.0
Yukon,2021-09-04,35,694,1584.87,8,18.27
Northwest Territories,2021-09-04,35,471,1032.78,1,2.19
Nunavut,2021-09-04,35,658,1623.65,4,9.87
Repatriated travellers,2021-09-04,35,13,,0,
Canada,2021-09-04,35,1514186,3889.52,26426,67.88
British Columbia,2021-09-11,36,173981,3270.74,1856,34.89
Alberta,2021-09-11,36,269213,5925.74,2471,54.39
Saskatchewan,2021-09-11,36,58293,4878.88,618,51.72
Manitoba,2021-09-11,36,59275,4206.22,1200,85.15
Ontario,2021-09-11,36,575207,3806.94,9559,63.27
Quebec,2021-09-11,36,393192,4521.7,10726,123.35
Newfoundland and Labrador,2021-09-11,36,1532,291.27,7,1.33
New Brunswick,2021-09-11,36,2960,364.5,47,5.79
Nova Scotia,2021-09-11,36,6155,603.59,94,9.22
Prince Edward Island,2021-09-11,36,246,144.12,0,0.0
Yukon,2021-09-11,36,701,1600.86,9,20.55
Northwest Territories,2021-09-11,36,565,1238.9,1,2.19
Nunavut,2021-09-11,36,659,1626.12,4,9.87
Repatriated travellers,2021-09-11,36,13,,0,
Canada,2021-09-11,36,1541992,3960.94,26592,68.31
British Columbia,2021-09-18,37,178598,3357.53,1888,35.49
Alberta,2021-09-18,37,280761,6179.93,2567,56.5
Saskatchewan,2021-09-18,37,61558,5152.15,638,53.4
Manitoba,2021-09-18,37,59666,4233.96,1204,85.44
Ontario,2021-09-18,37,580118,3839.45,9597,63.52
Quebec,2021-09-18,37,398339,4580.89,10753,123.66
Newfoundland and Labrador,2021-09-18,37,1555,295.64,7,1.33
New Brunswick,2021-09-18,37,3300,406.37,48,5.91
Nova Scotia,2021-09-18,37,6316,619.38,94,9.22
Prince Edward Island,2021-09-18,37,273,159.94,0,0.0
Yukon,2021-09-18,37,714,1630.55,9,20.55
Northwest Territories,2021-09-18,37,704,1543.69,1,2.19
Nunavut,2021-09-18,37,661,1631.05,4,9.87
Repatriated travellers,2021-09-18,37,13,,0,
Canada,2021-09-18,37,1572576,4039.51,26810,68.87
British Columbia,2021-09-25,38,183417,3448.13,1922,36.13
Alberta,2021-09-25,38,291780,6422.47,2670,58.77
Saskatchewan,2021-09-25,38,64949,5435.96,667,55.83
Manitoba,2021-09-25,38,60100,4264.76,1208,85.72
Ontario,2021-09-25,38,584518,3868.57,9634,63.76
Quebec,2021-09-25,38,403085,4635.47,10780,123.97
Newfoundland and Labrador,2021-09-25,38,1668,317.13,7,1.33
New Brunswick,2021-09-25,38,3768,464.0,54,6.65
Nova Scotia,2021-09-25,38,6511,638.51,95,9.32
Prince Edward Island,2021-09-25,38,292,171.07,0,0.0
Yukon,2021-09-25,38,747,1705.91,9,20.55
Northwest Territories,2021-09-25,38,870,1907.69,2,4.39
Nunavut,2021-09-25,38,663,1635.99,4,9.87
Repatriated travellers,2021-09-25,38,13,,0,
Canada,2021-09-25,38,1602381,4116.07,27052,69.49
British Columbia,2021-10-02,39,188311,3540.13,1973,37.09
Alberta,2021-10-02,39,302772,6664.42,2785,61.3
Saskatchewan,2021-10-02,39,68290,5715.59,708,59.26
Manitoba,2021-10-02,39,60749,4310.82,1211,85.93
Ontario,2021-10-02,39,588466,3894.7,9667,63.98
Quebec,2021-10-02,39,406960,4680.04,10810,124.31
Newfoundland and Labrador,2021-10-02,39,1797,341.65,9,1.71
New Brunswick,2021-10-02,39,4412,543.31,64,7.88
Nova Scotia,2021-10-02,39,6734,660.37,97,9.51
Prince Edward Island,2021-10-02,39,300,175.76,0,0.0
Yukon,2021-10-02,39,756,1726.46,9,20.55
Northwest Territories,2021-10-02,39,1079,2365.97,5,10.96
Nunavut,2021-10-02,39,664,1638.45,4,9.87
Repatriated travellers,2021-10-02,39,13,,0,
Canada,2021-10-02,39,1631303,4190.36,27342,70.23
British Columbia,2021-10-09,40,193094,3630.05,2001,37.62
Alberta,2021-10-09,40,310498,6834.48,2879,63.37
Saskatchewan,2021-10-09,40,71526,5986.43,746,62.44
Manitoba,2021-10-09,40,61462,4361.41,1220,86.57
Ontario,2021-10-09,40,592309,3920.13,9704,64.22
Quebec,2021-10-09,40,410780,4723.97,10839,124.65
Newfoundland and Labrador,2021-10-09,40,1848,351.35,11,2.09
New Brunswick,2021-10-09,40,5087,626.43,72,8.87
Nova Scotia,2021-10-09,40,6926,679.2,98,9.61
Prince Edward Island,2021-10-09,40,306,179.27,0,0.0
Yukon,2021-10-09,40,794,1813.24,10,22.84
Northwest Territories,2021-10-09,40,1367,2997.48,6,13.16
Nunavut,2021-10-09,40,668,1648.32,4,9.87
Repatriated travellers,2021-10-09,40,13,,0,
Canada,2021-10-09,40,1656678,4255.54,27590,70.87
British Columbia,2021-10-16,41,197186,3706.97,2055,38.63
Alberta,2021-10-16,41,315930,6954.05,2984,65.68
Saskatchewan,2021-10-16,41,74074,6199.68,776,64.95
Manitoba,2021-10-16,41,62091,4406.05,1230,87.28
Ontario,2021-10-16,41,595210,3939.33,9725,64.36
Quebec,2021-10-16,41,414765,4769.79,10872,125.03
Newfoundland and Labrador,2021-10-16,41,1881,357.62,14,2.66
New Brunswick,2021-10-16,41,5735,706.23,87,10.71
Nova Scotia,2021-10-16,41,7104,696.66,98,9.61
Prince Edward Island,2021-10-16,41,312,182.79,0,0.0
Yukon,2021-10-16,41,840,1918.29,10,22.84
Northwest Territories,2021-10-16,41,1586,3477.69,8,17.54
Nunavut,2021-10-16,41,673,1660.66,4,9.87
Repatriated travellers,2021-10-16,41,13,,0,
Canada,2021-10-16,41,1677400,4308.77,27863,71.57
British Columbia,2021-10-23,42,201511,3788.28,2109,39.65
Alberta,2021-10-23,42,320541,7055.54,3055,67.24
Saskatchewan,2021-10-23,42,76074,6367.07,817,68.38
Manitoba,2021-10-23,42,62695,4448.91,1235,87.64
Ontario,2021-10-23,42,597833,3956.69,9758,64.58
Quebec,2021-10-23,42,417680,4803.32,10910,125.46
Newfoundland and Labrador,2021-10-23,42,1928,366.56,15,2.85
New Brunswick,2021-10-23,42,6112,752.65,107,13.18
Nova Scotia,2021-10-23,42,7234,709.41,99,9.71
Prince Edward Island,2021-10-23,42,315,184.55,0,0.0
Yukon,2021-10-23,42,880,2009.64,10,22.84
Northwest Territories,2021-10-23,42,1744,3824.14,9,19.73
Nunavut,2021-10-23,42,674,1663.13,4,9.87
Repatriated travellers,2021-10-23,42,13,,0,
Canada,2021-10-23,42,1695234,4354.58,28128,72.25
British Columbia,2021-10-30,43,205482,3862.93,2156,40.53
Alberta,2021-10-30,43,324008,7131.85,3118,68.63
Saskatchewan,2021-10-30,43,77494,6485.92,850,71.14
Manitoba,2021-10-30,43,63450,4502.48,1247,88.49
Ontario,2021-10-30,43,600338,3973.27,9787,64.77
Quebec,2021-10-30,43,420964,4841.08,10931,125.71
Newfoundland and Labrador,2021-10-30,43,1992,378.73,16,3.04
New Brunswick,2021-10-30,43,6413,789.72,116,14.28
Nova Scotia,2021-10-30,43,7371,722.84,100,9.81
Prince Edward Island,2021-10-30,43,317,185.72,0,0.0
Yukon,2021-10-30,43,923,2107.84,10,22.84
Northwest Territories,2021-10-30,43,1847,4049.99,10,21.93
Nunavut,2021-10-30,43,674,1663.13,4,9.87
Repatriated travellers,2021-10-30,43,13,,0,
Canada,2021-10-30,43,1711286,4395.81,28345,72.81
British Columbia,2021-11-06,44,208818,3925.65,2201,41.38
Alberta,2021-11-06,44,327195,7202.0,3156,69.47
Saskatchewan,2021-11-06,44,78567,6575.73,866,72.48
Manitoba,2021-11-06,44,64390,4569.18,1260,89.41
Ontario,2021-11-06,44,603629,3995.05,9812,64.94
Quebec,2021-11-06,44,424965,4887.09,10952,125.95
Newfoundland and Labrador,2021-11-06,44,2003,380.82,16,3.04
New Brunswick,2021-11-06,44,6716,827.03,121,14.9
Nova Scotia,2021-11-06,44,7590,744.32,101,9.9
Prince Edward Island,2021-11-06,44,322,188.65,0,0.0
Yukon,2021-11-06,44,1002,2288.25,10,22.84
Northwest Territories,2021-11-06,44,1882,4126.74,11,24.12
Nunavut,2021-11-06,44,674,1663.13,4,9.87
Repatriated travellers,2021-11-06,44,13,,0,
Canada,2021-11-06,44,1727766,4438.15,28510,73.23
British Columbia,2021-11-13,45,212252,3990.21,2257,42.43
Alberta,2021-11-13,45,330044,7264.71,3195,70.33
Saskatchewan,2021-11-13,45,79387,6644.36,893,74.74
Manitoba,2021-11-13,45,65511,4648.73,1269,90.05
Ontario,2021-11-13,45,607612,4021.41,9848,65.18
Quebec,2021-11-13,45,429318,4937.15,10976,126.22
Newfoundland and Labrador,2021-11-13,45,2025,385.0,16,3.04
New Brunswick,2021-11-13,45,7129,877.89,121,14.9
Nova Scotia,2021-11-13,45,7841,768.93,104,10.2
Prince Edward Island,2021-11-13,45,326,190.99,0,0.0
Yukon,2021-11-13,45,1195,2729.0,10,22.84
Northwest Territories,2021-11-13,45,1982,4346.01,12,26.31
Nunavut,2021-11-13,45,674,1663.13,4,9.87
Repatriated travellers,2021-11-13,45,13,,0,
Canada,2021-11-13,45,1745309,4483.21,28705,73.74
British Columbia,2021-11-20,46,215026,4042.36,2293,43.11
Alberta,2021-11-20,46,332726,7323.75,3219,70.85
Saskatchewan,2021-11-20,46,80278,6718.93,910,76.16
Manitoba,2021-11-20,46,66542,4721.89,1286,91.26
Ontario,2021-11-20,46,612189,4051.71,9885,65.42
Quebec,2021-11-20,46,434163,4992.87,10994,126.43
Newfoundland and Labrador,2021-11-20,46,2035,386.9,17,3.23
New Brunswick,2021-11-20,46,7579,933.3,122,15.02
Nova Scotia,2021-11-20,46,8027,787.17,106,10.39
Prince Edward Island,2021-11-20,46,344,201.54,0,0.0
Yukon,2021-11-20,46,1396,3188.02,12,27.4
Northwest Territories,2021-11-20,46,2037,4466.62,12,26.31
Nunavut,2021-11-20,46,674,1663.13,4,9.87
Repatriated travellers,2021-11-20,46,13,,0,
Canada,2021-11-20,46,1763029,4528.73,28860,74.13
British Columbia,2021-11-27,47,217487,4088.62,2322,43.65
Alberta,2021-11-27,47,335074,7375.43,3244,71.4
Saskatchewan,2021-11-27,47,80848,6766.64,921,77.08
Manitoba,2021-11-27,47,67544,4793.0,1311,93.03
Ontario,2021-11-27,47,617624,4087.68,9911,65.59
Quebec,2021-11-27,47,440436,5065.01,11009,126.6
Newfoundland and Labrador,2021-11-27,47,2048,389.37,18,3.42
New Brunswick,2021-11-27,47,8172,1006.33,123,15.15
Nova Scotia,2021-11-27,47,8183,802.47,109,10.69
Prince Edward Island,2021-11-27,47,366,214.43,0,0.0
Yukon,2021-11-27,47,1486,3393.55,13,29.69
Northwest Territories,2021-11-27,47,2055,4506.08,12,26.31
Nunavut,2021-11-27,47,674,1663.13,4,9.87
Repatriated travellers,2021-11-27,47,13,,0,
Canada,2021-11-27,47,1782010,4577.48,28997,74.49
British Columbia,2021-12-04,48,219935,4134.64,2351,44.2
Alberta,2021-12-04,48,337269,7423.75,3266,71.89
Saskatchewan,2021-12-04,48,81293,6803.88,929,77.75
Manitoba,2021-12-04,48,68499,4860.76,1330,94.38
Ontario,2021-12-04,48,624230,4131.4,9950,65.85
Quebec,2021-12-04,48,448594,5158.83,11031,126.86
Newfoundland and Labrador,2021-12-04,48,2064,392.42,18,3.42
New Brunswick,2021-12-04,48,8680,1068.89,132,16.25
Nova Scotia,2021-12-04,48,8370,820.81,110,10.79
Prince Edward Island,2021-12-04,48,387,226.73,0,0.0
Yukon,2021-12-04,48,1543,3523.72,14,31.97
Northwest Territories,2021-12-04,48,2066,4530.21,12,26.31
Nunavut,2021-12-04,48,675,1665.6,4,9.87
Repatriated travellers,2021-12-04,48,13,,0,
Canada,2021-12-04,48,1803618,4632.99,29147,74.87
British Columbia,2021-12-11,49,222428,4181.51,2381,44.76
Alberta,2021-12-11,49,339340,7469.33,3278,72.15
Saskatchewan,2021-12-11,49,81780,6844.64,937,78.42
Manitoba,2021-12-11,49,69670,4943.86,1349,95.73
Ontario,2021-12-11,49,633242,4191.04,10001,66.19
Quebec,2021-12-11,49,460307,5293.53,11057,127.16
Newfoundland and Labrador,2021-12-11,49,2078,395.08,18,3.42
New Brunswick,2021-12-11,49,9492,1168.88,140,17.24
Nova Scotia,2021-12-11,49,8843,867.19,110,10.79
